dteday,hr,weekday,casual
2011-11-26,23,Sabtu,18
2011-11-27,0,Minggu,7
2011-11-27,1,Minggu,9
2011-11-27,2,Minggu,9
2011-11-27,3,Minggu,9
2011-11-27,4,Minggu,0
2011-11-27,5,Minggu,0
2011-11-27,6,Minggu,0
2011-11-27,7,Minggu,12
2011-11-27,8,Minggu,6
2011-11-27,9,Minggu,21
2011-11-27,10,Minggu,58
2011-11-27,11,Minggu,83
2011-11-27,12,Minggu,63
2011-11-27,13,Minggu,97
2011-11-27,14,Minggu,113
2011-11-27,15,Minggu,96
2011-11-27,16,Minggu,94
2011-11-27,17,Minggu,37
2011-11-27,18,Minggu,25
2011-11-27,19,Minggu,30
2011-11-27,20,Minggu,10
2011-11-27,21,Minggu,13
2011-11-27,22,Minggu,13
2011-11-27,23,Minggu,5
2011-11-28,0,Senin,6
2011-11-28,1,Senin,1
2011-11-28,3,Senin,1
2011-11-28,4,Senin,0
2011-11-28,5,Senin,0
2011-11-28,6,Senin,6
2011-11-28,7,Senin,7
2011-11-28,8,Senin,13
2011-11-28,9,Senin,17
2011-11-28,10,Senin,21
2011-11-28,11,Senin,11
2011-11-28,12,Senin,13
2011-11-28,13,Senin,25
2011-11-28,14,Senin,14
2011-11-28,15,Senin,18
2011-11-28,16,Senin,24
2011-11-28,17,Senin,24
2011-11-28,18,Senin,20
2011-11-28,19,Senin,4
2011-11-28,20,Senin,12
2011-11-28,21,Senin,4
2011-11-28,22,Senin,7
2011-11-28,23,Senin,5
2011-11-29,0,Selasa,4
2011-11-29,1,Selasa,1
2011-11-29,2,Selasa,0
2011-11-29,3,Selasa,0
2011-11-29,4,Selasa,1
2011-11-29,5,Selasa,1
2011-11-29,6,Selasa,1
2011-11-29,7,Selasa,12
2011-11-29,8,Selasa,9
2011-11-29,9,Selasa,5
2011-11-29,10,Selasa,2
2011-11-29,11,Selasa,1
2011-11-29,12,Selasa,1
2011-11-29,13,Selasa,0
2011-11-29,14,Selasa,1
2011-11-29,15,Selasa,5
2011-11-29,16,Selasa,5
2011-11-29,17,Selasa,8
2011-11-29,18,Selasa,11
2011-11-29,19,Selasa,6
2011-11-29,20,Selasa,8
2011-11-29,21,Selasa,9
2011-11-29,22,Selasa,5
2011-11-29,23,Selasa,0
2011-11-30,0,Rabu,1
2011-11-30,1,Rabu,0
2011-11-30,2,Rabu,0
2011-11-30,3,Rabu,0
2011-11-30,4,Rabu,0
2011-11-30,5,Rabu,1
2011-11-30,6,Rabu,3
2011-11-30,7,Rabu,9
2011-11-30,8,Rabu,13
2011-11-30,9,Rabu,7
2011-11-30,10,Rabu,15
2011-11-30,11,Rabu,10
2011-11-30,12,Rabu,12
2011-11-30,13,Rabu,16
2011-11-30,14,Rabu,13
2011-11-30,15,Rabu,11
2011-11-30,16,Rabu,27
2011-11-30,17,Rabu,15
2011-11-30,18,Rabu,7
2011-11-30,19,Rabu,6
2011-11-30,20,Rabu,6
2011-11-30,21,Rabu,7
2011-11-30,22,Rabu,5
2011-11-30,23,Rabu,4
2011-12-01,0,Kamis,1
2011-12-01,1,Kamis,1
2011-12-01,2,Kamis,1
2011-12-01,3,Kamis,1
2011-12-01,4,Kamis,0
2011-12-01,5,Kamis,1
2011-12-01,6,Kamis,5
2011-12-01,7,Kamis,11
2011-12-01,8,Kamis,15
2011-12-01,9,Kamis,9
2011-12-01,10,Kamis,7
2011-12-01,11,Kamis,7
2011-12-01,12,Kamis,9
2011-12-01,13,Kamis,17
2011-12-01,14,Kamis,20
2011-12-01,15,Kamis,10
2011-12-01,16,Kamis,9
2011-12-01,17,Kamis,9
2011-12-01,18,Kamis,12
2011-12-01,19,Kamis,9
2011-12-01,20,Kamis,12
2011-12-01,21,Kamis,8
2011-12-01,22,Kamis,5
2011-12-01,23,Kamis,3
2011-12-02,0,Jumat,6
2011-12-02,1,Jumat,1
2011-12-02,2,Jumat,0
2011-12-02,3,Jumat,0
2011-12-02,4,Jumat,0
2011-12-02,5,Jumat,0
2011-12-02,6,Jumat,3
2011-12-02,7,Jumat,6
2011-12-02,8,Jumat,13
2011-12-02,9,Jumat,12
2011-12-02,10,Jumat,16
2011-12-02,11,Jumat,18
2011-12-02,12,Jumat,18
2011-12-02,13,Jumat,19
2011-12-02,14,Jumat,25
2011-12-02,15,Jumat,24
2011-12-02,16,Jumat,22
2011-12-02,17,Jumat,20
2011-12-02,18,Jumat,10
2011-12-02,19,Jumat,13
2011-12-02,20,Jumat,12
2011-12-02,21,Jumat,9
2011-12-02,22,Jumat,7
2011-12-02,23,Jumat,14
2011-12-03,0,Sabtu,10
2011-12-03,1,Sabtu,9
2011-12-03,2,Sabtu,9
2011-12-03,3,Sabtu,4
2011-12-03,4,Sabtu,1
2011-12-03,5,Sabtu,0
2011-12-03,6,Sabtu,1
2011-12-03,7,Sabtu,2
2011-12-03,8,Sabtu,1
2011-12-03,9,Sabtu,25
2011-12-03,10,Sabtu,22
2011-12-03,11,Sabtu,48
2011-12-03,12,Sabtu,78
2011-12-03,13,Sabtu,70
2011-12-03,14,Sabtu,92
2011-12-03,15,Sabtu,100
2011-12-03,16,Sabtu,75
2011-12-03,17,Sabtu,46
2011-12-03,18,Sabtu,31
2011-12-03,19,Sabtu,31
2011-12-03,20,Sabtu,17
2011-12-03,21,Sabtu,5
2011-12-03,22,Sabtu,17
2011-12-03,23,Sabtu,12
2011-12-04,0,Minggu,19
2011-12-04,1,Minggu,20
2011-12-04,2,Minggu,11
2011-12-04,3,Minggu,7
2011-12-04,4,Minggu,2
2011-12-04,5,Minggu,2
2011-12-04,6,Minggu,1
2011-12-04,7,Minggu,3
2011-12-04,8,Minggu,7
2011-12-04,9,Minggu,12
2011-12-04,10,Minggu,36
2011-12-04,11,Minggu,48
2011-12-04,12,Minggu,82
2011-12-04,13,Minggu,88
2011-12-04,14,Minggu,77
2011-12-04,15,Minggu,69
2011-12-04,16,Minggu,64
2011-12-04,17,Minggu,38
2011-12-04,18,Minggu,10
2011-12-04,19,Minggu,15
2011-12-04,20,Minggu,8
2011-12-04,21,Minggu,7
2011-12-04,22,Minggu,5
2011-12-04,23,Minggu,3
2011-12-05,0,Senin,3
2011-12-05,1,Senin,2
2011-12-05,2,Senin,0
2011-12-05,3,Senin,0
2011-12-05,4,Senin,0
2011-12-05,5,Senin,1
2011-12-05,6,Senin,1
2011-12-05,7,Senin,9
2011-12-05,8,Senin,12
2011-12-05,9,Senin,12
2011-12-05,10,Senin,9
2011-12-05,11,Senin,17
2011-12-05,12,Senin,29
2011-12-05,13,Senin,18
2011-12-05,14,Senin,7
2011-12-05,15,Senin,16
2011-12-05,16,Senin,10
2011-12-05,17,Senin,16
2011-12-05,18,Senin,13
2011-12-05,19,Senin,13
2011-12-05,20,Senin,15
2011-12-05,21,Senin,10
2011-12-05,22,Senin,12
2011-12-05,23,Senin,8
2011-12-06,0,Selasa,3
2011-12-06,1,Selasa,2
2011-12-06,2,Selasa,0
2011-12-06,3,Selasa,0
2011-12-06,4,Selasa,0
2011-12-06,5,Selasa,0
2011-12-06,6,Selasa,5
2011-12-06,7,Selasa,7
2011-12-06,8,Selasa,13
2011-12-06,9,Selasa,4
2011-12-06,10,Selasa,6
2011-12-06,11,Selasa,4
2011-12-06,12,Selasa,5
2011-12-06,13,Selasa,6
2011-12-06,14,Selasa,6
2011-12-06,15,Selasa,2
2011-12-06,16,Selasa,4
2011-12-06,17,Selasa,13
2011-12-06,18,Selasa,17
2011-12-06,19,Selasa,10
2011-12-06,20,Selasa,3
2011-12-06,21,Selasa,6
2011-12-06,22,Selasa,5
2011-12-06,23,Selasa,5
2011-12-07,0,Rabu,3
2011-12-07,1,Rabu,4
2011-12-07,2,Rabu,2
2011-12-07,3,Rabu,0
2011-12-07,4,Rabu,0
2011-12-07,5,Rabu,0
2011-12-07,6,Rabu,0
2011-12-07,7,Rabu,3
2011-12-07,8,Rabu,6
2011-12-07,9,Rabu,0
2011-12-07,10,Rabu,1
2011-12-07,11,Rabu,3
2011-12-07,12,Rabu,4
2011-12-07,13,Rabu,5
2011-12-07,14,Rabu,1
2011-12-07,15,Rabu,5
2011-12-07,16,Rabu,3
2011-12-07,17,Rabu,4
2011-12-07,18,Rabu,3
2011-12-07,19,Rabu,2
2011-12-07,20,Rabu,1
2011-12-07,21,Rabu,0
2011-12-07,22,Rabu,0
2011-12-07,23,Rabu,0
2011-12-08,0,Kamis,0
2011-12-08,1,Kamis,1
2011-12-08,2,Kamis,0
2011-12-08,3,Kamis,0
2011-12-08,4,Kamis,0
2011-12-08,5,Kamis,0
2011-12-08,6,Kamis,0
2011-12-08,7,Kamis,11
2011-12-08,8,Kamis,11
2011-12-08,9,Kamis,7
2011-12-08,10,Kamis,1
2011-12-08,11,Kamis,6
2011-12-08,12,Kamis,8
2011-12-08,13,Kamis,9
2011-12-08,14,Kamis,16
2011-12-08,15,Kamis,19
2011-12-08,16,Kamis,7
2011-12-08,17,Kamis,10
2011-12-08,18,Kamis,12
2011-12-08,19,Kamis,12
2011-12-08,20,Kamis,5
2011-12-08,21,Kamis,4
2011-12-08,22,Kamis,8
2011-12-08,23,Kamis,3
2011-12-09,0,Jumat,8
2011-12-09,1,Jumat,2
2011-12-09,2,Jumat,2
2011-12-09,3,Jumat,1
2011-12-09,4,Jumat,1
2011-12-09,5,Jumat,0
2011-12-09,6,Jumat,1
2011-12-09,7,Jumat,4
2011-12-09,8,Jumat,7
2011-12-09,9,Jumat,8
2011-12-09,10,Jumat,11
2011-12-09,11,Jumat,15
2011-12-09,12,Jumat,27
2011-12-09,13,Jumat,27
2011-12-09,14,Jumat,24
2011-12-09,15,Jumat,29
2011-12-09,16,Jumat,24
2011-12-09,17,Jumat,10
2011-12-09,18,Jumat,10
2011-12-09,19,Jumat,10
2011-12-09,20,Jumat,10
2011-12-09,21,Jumat,9
2011-12-09,22,Jumat,15
2011-12-09,23,Jumat,6
2011-12-10,0,Sabtu,11
2011-12-10,1,Sabtu,11
2011-12-10,2,Sabtu,12
2011-12-10,3,Sabtu,5
2011-12-10,4,Sabtu,0
2011-12-10,5,Sabtu,0
2011-12-10,6,Sabtu,1
2011-12-10,7,Sabtu,0
2011-12-10,8,Sabtu,5
2011-12-10,9,Sabtu,15
2011-12-10,10,Sabtu,31
2011-12-10,11,Sabtu,44
2011-12-10,12,Sabtu,48
2011-12-10,13,Sabtu,47
2011-12-10,14,Sabtu,51
2011-12-10,15,Sabtu,60
2011-12-10,16,Sabtu,58
2011-12-10,17,Sabtu,34
2011-12-10,18,Sabtu,28
2011-12-10,19,Sabtu,15
2011-12-10,20,Sabtu,10
2011-12-10,21,Sabtu,4
2011-12-10,22,Sabtu,7
2011-12-10,23,Sabtu,5
2011-12-11,0,Minggu,5
2011-12-11,1,Minggu,8
2011-12-11,2,Minggu,5
2011-12-11,3,Minggu,2
2011-12-11,4,Minggu,0
2011-12-11,5,Minggu,0
2011-12-11,6,Minggu,0
2011-12-11,7,Minggu,1
2011-12-11,8,Minggu,4
2011-12-11,9,Minggu,19
2011-12-11,10,Minggu,30
2011-12-11,11,Minggu,31
2011-12-11,12,Minggu,42
2011-12-11,13,Minggu,44
2011-12-11,14,Minggu,44
2011-12-11,15,Minggu,47
2011-12-11,16,Minggu,32
2011-12-11,17,Minggu,13
2011-12-11,18,Minggu,12
2011-12-11,19,Minggu,7
2011-12-11,20,Minggu,10
2011-12-11,21,Minggu,10
2011-12-11,22,Minggu,7
2011-12-11,23,Minggu,4
2011-12-12,0,Senin,4
2011-12-12,1,Senin,0
2011-12-12,2,Senin,0
2011-12-12,3,Senin,0
2011-12-12,4,Senin,0
2011-12-12,5,Senin,0
2011-12-12,6,Senin,1
2011-12-12,7,Senin,4
2011-12-12,8,Senin,7
2011-12-12,9,Senin,12
2011-12-12,10,Senin,14
2011-12-12,11,Senin,15
2011-12-12,12,Senin,7
2011-12-12,13,Senin,13
2011-12-12,14,Senin,16
2011-12-12,15,Senin,8
2011-12-12,16,Senin,5
2011-12-12,17,Senin,7
2011-12-12,18,Senin,8
2011-12-12,19,Senin,9
2011-12-12,20,Senin,8
2011-12-12,21,Senin,2
2011-12-12,22,Senin,0
2011-12-12,23,Senin,3
2011-12-13,0,Selasa,1
2011-12-13,1,Selasa,0
2011-12-13,2,Selasa,1
2011-12-13,3,Selasa,0
2011-12-13,4,Selasa,0
2011-12-13,5,Selasa,0
2011-12-13,6,Selasa,0
2011-12-13,7,Selasa,2
2011-12-13,8,Selasa,9
2011-12-13,9,Selasa,10
2011-12-13,10,Selasa,3
2011-12-13,11,Selasa,9
2011-12-13,12,Selasa,20
2011-12-13,13,Selasa,7
2011-12-13,14,Selasa,18
2011-12-13,15,Selasa,7
2011-12-13,16,Selasa,13
2011-12-13,17,Selasa,17
2011-12-13,18,Selasa,12
2011-12-13,19,Selasa,5
2011-12-13,20,Selasa,7
2011-12-13,21,Selasa,5
2011-12-13,22,Selasa,5
2011-12-13,23,Selasa,4
2011-12-14,0,Rabu,0
2011-12-14,1,Rabu,0
2011-12-14,2,Rabu,0
2011-12-14,3,Rabu,0
2011-12-14,4,Rabu,0
2011-12-14,5,Rabu,0
2011-12-14,6,Rabu,0
2011-12-14,7,Rabu,4
2011-12-14,8,Rabu,9
2011-12-14,9,Rabu,9
2011-12-14,10,Rabu,9
2011-12-14,11,Rabu,12
2011-12-14,12,Rabu,6
2011-12-14,13,Rabu,14
2011-12-14,14,Rabu,17
2011-12-14,15,Rabu,24
2011-12-14,16,Rabu,12
2011-12-14,17,Rabu,19
2011-12-14,18,Rabu,11
2011-12-14,19,Rabu,9
2011-12-14,20,Rabu,6
2011-12-14,21,Rabu,9
2011-12-14,22,Rabu,5
2011-12-14,23,Rabu,3
2011-12-15,0,Kamis,5
2011-12-15,1,Kamis,5
2011-12-15,2,Kamis,2
2011-12-15,3,Kamis,1
2011-12-15,4,Kamis,0
2011-12-15,5,Kamis,0
2011-12-15,6,Kamis,2
2011-12-15,7,Kamis,6
2011-12-15,8,Kamis,8
2011-12-15,9,Kamis,6
2011-12-15,10,Kamis,4
2011-12-15,11,Kamis,9
2011-12-15,12,Kamis,17
2011-12-15,13,Kamis,14
2011-12-15,14,Kamis,8
2011-12-15,15,Kamis,6
2011-12-15,16,Kamis,7
2011-12-15,17,Kamis,14
2011-12-15,18,Kamis,14
2011-12-15,19,Kamis,13
2011-12-15,20,Kamis,12
2011-12-15,21,Kamis,10
2011-12-15,22,Kamis,8
2011-12-15,23,Kamis,10
2011-12-16,0,Jumat,12
2011-12-16,1,Jumat,3
2011-12-16,2,Jumat,0
2011-12-16,3,Jumat,2
2011-12-16,4,Jumat,1
2011-12-16,5,Jumat,0
2011-12-16,6,Jumat,2
2011-12-16,7,Jumat,5
2011-12-16,8,Jumat,10
2011-12-16,9,Jumat,8
2011-12-16,10,Jumat,10
2011-12-16,11,Jumat,9
2011-12-16,12,Jumat,10
2011-12-16,13,Jumat,12
2011-12-16,14,Jumat,13
2011-12-16,15,Jumat,12
2011-12-16,16,Jumat,12
2011-12-16,17,Jumat,13
2011-12-16,18,Jumat,10
2011-12-16,19,Jumat,11
2011-12-16,20,Jumat,6
2011-12-16,21,Jumat,7
2011-12-16,22,Jumat,6
2011-12-16,23,Jumat,4
2011-12-17,0,Sabtu,3
2011-12-17,1,Sabtu,4
2011-12-17,2,Sabtu,11
2011-12-17,3,Sabtu,4
2011-12-17,4,Sabtu,0
2011-12-17,5,Sabtu,2
2011-12-17,6,Sabtu,0
2011-12-17,7,Sabtu,0
2011-12-17,8,Sabtu,4
2011-12-17,9,Sabtu,5
2011-12-17,10,Sabtu,10
2011-12-17,11,Sabtu,21
2011-12-17,12,Sabtu,28
2011-12-17,13,Sabtu,32
2011-12-17,14,Sabtu,30
2011-12-17,15,Sabtu,33
2011-12-17,16,Sabtu,30
2011-12-17,17,Sabtu,12
2011-12-17,18,Sabtu,7
2011-12-17,19,Sabtu,11
2011-12-17,20,Sabtu,7
2011-12-17,21,Sabtu,8
2011-12-17,22,Sabtu,7
2011-12-17,23,Sabtu,6
2011-12-18,0,Minggu,7
2011-12-18,1,Minggu,3
2011-12-18,2,Minggu,2
2011-12-18,3,Minggu,2
2011-12-18,4,Minggu,0
2011-12-18,5,Minggu,1
2011-12-18,6,Minggu,0
2011-12-18,7,Minggu,1
2011-12-18,8,Minggu,1
2011-12-18,9,Minggu,6
2011-12-18,10,Minggu,7
2011-12-18,11,Minggu,20
2011-12-18,12,Minggu,26
2011-12-18,13,Minggu,18
2011-12-18,14,Minggu,19
2011-12-18,15,Minggu,23
2011-12-18,16,Minggu,27
2011-12-18,17,Minggu,10
2011-12-18,18,Minggu,15
2011-12-18,19,Minggu,5
2011-12-18,20,Minggu,10
2011-12-18,21,Minggu,9
2011-12-18,22,Minggu,2
2011-12-18,23,Minggu,6
2011-12-19,0,Senin,3
2011-12-19,1,Senin,3
2011-12-19,2,Senin,0
2011-12-19,3,Senin,0
2011-12-19,4,Senin,0
2011-12-19,5,Senin,0
2011-12-19,6,Senin,0
2011-12-19,7,Senin,4
2011-12-19,8,Senin,8
2011-12-19,9,Senin,17
2011-12-19,10,Senin,12
2011-12-19,11,Senin,22
2011-12-19,12,Senin,13
2011-12-19,13,Senin,15
2011-12-19,14,Senin,30
2011-12-19,15,Senin,24
2011-12-19,16,Senin,19
2011-12-19,17,Senin,16
2011-12-19,18,Senin,11
2011-12-19,19,Senin,17
2011-12-19,20,Senin,9
2011-12-19,21,Senin,15
2011-12-19,22,Senin,12
2011-12-19,23,Senin,10
2011-12-20,0,Selasa,0
2011-12-20,1,Selasa,0
2011-12-20,2,Selasa,1
2011-12-20,3,Selasa,1
2011-12-20,4,Selasa,0
2011-12-20,5,Selasa,0
2011-12-20,6,Selasa,1
2011-12-20,7,Selasa,7
2011-12-20,8,Selasa,10
2011-12-20,9,Selasa,14
2011-12-20,10,Selasa,20
2011-12-20,11,Selasa,13
2011-12-20,12,Selasa,16
2011-12-20,13,Selasa,18
2011-12-20,14,Selasa,11
2011-12-20,15,Selasa,15
2011-12-20,16,Selasa,20
2011-12-20,17,Selasa,14
2011-12-20,18,Selasa,26
2011-12-20,19,Selasa,6
2011-12-20,20,Selasa,3
2011-12-20,21,Selasa,4
2011-12-20,22,Selasa,3
2011-12-20,23,Selasa,13
2011-12-21,0,Rabu,7
2011-12-21,1,Rabu,1
2011-12-21,2,Rabu,0
2011-12-21,3,Rabu,0
2011-12-21,4,Rabu,0
2011-12-21,5,Rabu,0
2011-12-21,6,Rabu,1
2011-12-21,7,Rabu,5
2011-12-21,8,Rabu,12
2011-12-21,9,Rabu,14
2011-12-21,10,Rabu,6
2011-12-21,11,Rabu,3
2011-12-21,12,Rabu,3
2011-12-21,13,Rabu,3
2011-12-21,14,Rabu,11
2011-12-21,15,Rabu,4
2011-12-21,16,Rabu,6
2011-12-21,17,Rabu,3
2011-12-21,18,Rabu,2
2011-12-21,19,Rabu,9
2011-12-21,20,Rabu,5
2011-12-21,21,Rabu,9
2011-12-21,22,Rabu,3
2011-12-21,23,Rabu,0
2011-12-22,0,Kamis,3
2011-12-22,1,Kamis,0
2011-12-22,2,Kamis,1
2011-12-22,3,Kamis,0
2011-12-22,4,Kamis,0
2011-12-22,5,Kamis,1
2011-12-22,6,Kamis,1
2011-12-22,7,Kamis,4
2011-12-22,8,Kamis,10
2011-12-22,9,Kamis,10
2011-12-22,10,Kamis,13
2011-12-22,11,Kamis,10
2011-12-22,12,Kamis,22
2011-12-22,13,Kamis,21
2011-12-22,14,Kamis,23
2011-12-22,15,Kamis,28
2011-12-22,16,Kamis,30
2011-12-22,17,Kamis,24
2011-12-22,18,Kamis,11
2011-12-22,19,Kamis,12
2011-12-22,20,Kamis,0
2011-12-22,21,Kamis,2
2011-12-22,22,Kamis,0
2011-12-22,23,Kamis,1
2011-12-23,0,Jumat,2
2011-12-23,1,Jumat,1
2011-12-23,2,Jumat,1
2011-12-23,3,Jumat,0
2011-12-23,4,Jumat,0
2011-12-23,5,Jumat,0
2011-12-23,6,Jumat,0
2011-12-23,7,Jumat,4
2011-12-23,8,Jumat,9
2011-12-23,9,Jumat,4
2011-12-23,10,Jumat,8
2011-12-23,11,Jumat,26
2011-12-23,12,Jumat,14
2011-12-23,13,Jumat,17
2011-12-23,14,Jumat,23
2011-12-23,15,Jumat,12
2011-12-23,16,Jumat,15
2011-12-23,17,Jumat,11
2011-12-23,18,Jumat,4
2011-12-23,19,Jumat,1
2011-12-23,20,Jumat,3
2011-12-23,21,Jumat,0
2011-12-23,22,Jumat,4
2011-12-23,23,Jumat,4
2011-12-24,0,Sabtu,3
2011-12-24,1,Sabtu,1
2011-12-24,2,Sabtu,4
2011-12-24,3,Sabtu,0
2011-12-24,4,Sabtu,0
2011-12-24,5,Sabtu,1
2011-12-24,6,Sabtu,0
2011-12-24,7,Sabtu,0
2011-12-24,8,Sabtu,0
2011-12-24,9,Sabtu,3
2011-12-24,10,Sabtu,4
2011-12-24,11,Sabtu,9
2011-12-24,12,Sabtu,15
2011-12-24,13,Sabtu,24
2011-12-24,14,Sabtu,15
2011-12-24,15,Sabtu,15
2011-12-24,16,Sabtu,25
2011-12-24,17,Sabtu,15
2011-12-24,18,Sabtu,2
2011-12-24,19,Sabtu,1
2011-12-24,20,Sabtu,5
2011-12-24,21,Sabtu,4
2011-12-24,22,Sabtu,8
2011-12-24,23,Sabtu,1
2011-12-25,0,Minggu,2
2011-12-25,1,Minggu,2
2011-12-25,2,Minggu,0
2011-12-25,3,Minggu,1
2011-12-25,5,Minggu,0
2011-12-25,6,Minggu,0
2011-12-25,7,Minggu,0
2011-12-25,8,Minggu,1
2011-12-25,9,Minggu,3
2011-12-25,10,Minggu,31
2011-12-25,11,Minggu,43
2011-12-25,12,Minggu,25
2011-12-25,13,Minggu,40
2011-12-25,14,Minggu,41
2011-12-25,15,Minggu,43
2011-12-25,16,Minggu,35
2011-12-25,17,Minggu,11
2011-12-25,18,Minggu,7
2011-12-25,19,Minggu,2
2011-12-25,20,Minggu,8
2011-12-25,21,Minggu,4
2011-12-25,22,Minggu,2
2011-12-25,23,Minggu,2
2011-12-26,0,Senin,5
2011-12-26,1,Senin,3
2011-12-26,2,Senin,2
2011-12-26,4,Senin,0
2011-12-26,5,Senin,0
2011-12-26,6,Senin,0
2011-12-26,7,Senin,2
2011-12-26,8,Senin,5
2011-12-26,9,Senin,24
2011-12-26,10,Senin,31
2011-12-26,11,Senin,40
2011-12-26,12,Senin,34
2011-12-26,13,Senin,57
2011-12-26,14,Senin,73
2011-12-26,15,Senin,26
2011-12-26,16,Senin,28
2011-12-26,17,Senin,30
2011-12-26,18,Senin,21
2011-12-26,19,Senin,16
2011-12-26,20,Senin,14
2011-12-26,21,Senin,10
2011-12-26,22,Senin,5
2011-12-26,23,Senin,4
2011-12-27,0,Selasa,3
2011-12-27,1,Selasa,0
2011-12-27,2,Selasa,2
2011-12-27,3,Selasa,0
2011-12-27,4,Selasa,0
2011-12-27,5,Selasa,0
2011-12-27,6,Selasa,0
2011-12-27,7,Selasa,1
2011-12-27,8,Selasa,9
2011-12-27,9,Selasa,19
2011-12-27,10,Selasa,13
2011-12-27,11,Selasa,6
2011-12-27,12,Selasa,8
2011-12-27,13,Selasa,1
2011-12-27,14,Selasa,0
2011-12-27,15,Selasa,2
2011-12-27,16,Selasa,2
2011-12-27,17,Selasa,6
2011-12-27,18,Selasa,9
2011-12-27,19,Selasa,3
2011-12-27,20,Selasa,3
2011-12-27,21,Selasa,11
2011-12-27,22,Selasa,3
2011-12-27,23,Selasa,2
2011-12-28,0,Rabu,0
2011-12-28,1,Rabu,0
2011-12-28,2,Rabu,0
2011-12-28,3,Rabu,0
2011-12-28,5,Rabu,0
2011-12-28,6,Rabu,1
2011-12-28,7,Rabu,4
2011-12-28,8,Rabu,11
2011-12-28,9,Rabu,18
2011-12-28,10,Rabu,12
2011-12-28,11,Rabu,18
2011-12-28,12,Rabu,32
2011-12-28,13,Rabu,24
2011-12-28,14,Rabu,24
2011-12-28,15,Rabu,16
2011-12-28,16,Rabu,23
2011-12-28,17,Rabu,25
2011-12-28,18,Rabu,10
2011-12-28,19,Rabu,16
2011-12-28,20,Rabu,9
2011-12-28,21,Rabu,7
2011-12-28,22,Rabu,2
2011-12-28,23,Rabu,3
2011-12-29,0,Kamis,4
2011-12-29,1,Kamis,0
2011-12-29,2,Kamis,0
2011-12-29,3,Kamis,0
2011-12-29,4,Kamis,1
2011-12-29,5,Kamis,0
2011-12-29,6,Kamis,2
2011-12-29,7,Kamis,2
2011-12-29,8,Kamis,3
2011-12-29,9,Kamis,15
2011-12-29,10,Kamis,13
2011-12-29,11,Kamis,23
2011-12-29,12,Kamis,12
2011-12-29,13,Kamis,36
2011-12-29,14,Kamis,30
2011-12-29,15,Kamis,27
2011-12-29,16,Kamis,22
2011-12-29,17,Kamis,14
2011-12-29,18,Kamis,15
2011-12-29,19,Kamis,11
2011-12-29,20,Kamis,8
2011-12-29,21,Kamis,8
2011-12-29,22,Kamis,7
2011-12-29,23,Kamis,1
2011-12-30,0,Jumat,4
2011-12-30,1,Jumat,9
2011-12-30,2,Jumat,2
2011-12-30,3,Jumat,0
2011-12-30,4,Jumat,0
2011-12-30,5,Jumat,0
2011-12-30,6,Jumat,1
2011-12-30,7,Jumat,3
2011-12-30,8,Jumat,12
2011-12-30,9,Jumat,19
2011-12-30,10,Jumat,10
2011-12-30,11,Jumat,45
2011-12-30,12,Jumat,38
2011-12-30,13,Jumat,53
2011-12-30,14,Jumat,67
2011-12-30,15,Jumat,56
2011-12-30,16,Jumat,36
2011-12-30,17,Jumat,54
2011-12-30,18,Jumat,19
2011-12-30,19,Jumat,16
2011-12-30,20,Jumat,16
2011-12-30,21,Jumat,11
2011-12-30,22,Jumat,7
2011-12-30,23,Jumat,13
2011-12-31,0,Sabtu,7
2011-12-31,1,Sabtu,4
2011-12-31,2,Sabtu,1
2011-12-31,3,Sabtu,1
2011-12-31,4,Sabtu,1
2011-12-31,5,Sabtu,1
2011-12-31,6,Sabtu,1
2011-12-31,7,Sabtu,6
2011-12-31,8,Sabtu,7
2011-12-31,9,Sabtu,18
2011-12-31,10,Sabtu,20
2011-12-31,11,Sabtu,65
2011-12-31,12,Sabtu,93
2011-12-31,13,Sabtu,108
2011-12-31,14,Sabtu,115
2011-12-31,15,Sabtu,89
2011-12-31,16,Sabtu,52
2011-12-31,17,Sabtu,28
2011-12-31,18,Sabtu,13
2011-12-31,19,Sabtu,19
2011-12-31,20,Sabtu,8
2011-12-31,21,Sabtu,2
2011-12-31,22,Sabtu,2
2011-12-31,23,Sabtu,4
2012-01-01,0,Minggu,5
2012-01-01,1,Minggu,15
2012-01-01,2,Minggu,16
2012-01-01,3,Minggu,11
2012-01-01,4,Minggu,0
2012-01-01,5,Minggu,0
2012-01-01,6,Minggu,1
2012-01-01,7,Minggu,1
2012-01-01,8,Minggu,4
2012-01-01,9,Minggu,13
2012-01-01,10,Minggu,18
2012-01-01,11,Minggu,40
2012-01-01,12,Minggu,58
2012-01-01,13,Minggu,82
2012-01-01,14,Minggu,120
2012-01-01,15,Minggu,101
2012-01-01,16,Minggu,68
2012-01-01,17,Minggu,36
2012-01-01,18,Minggu,25
2012-01-01,19,Minggu,20
2012-01-01,20,Minggu,25
2012-01-01,21,Minggu,10
2012-01-01,22,Minggu,13
2012-01-01,23,Minggu,4
2012-01-02,0,Senin,8
2012-01-02,1,Senin,1
2012-01-02,2,Senin,1
2012-01-02,4,Senin,0
2012-01-02,5,Senin,1
2012-01-02,6,Senin,0
2012-01-02,7,Senin,0
2012-01-02,8,Senin,2
2012-01-02,9,Senin,15
2012-01-02,10,Senin,20
2012-01-02,11,Senin,33
2012-01-02,12,Senin,41
2012-01-02,13,Senin,26
